symbol,Date,Open,High,Low,Close,Volume,Adj Close,dividends,Ticker
SPY,2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,141455800,378.7834777832031,0.0,SPY
SPY,2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,93839900,382.4496154785156,0.0,SPY
SPY,2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,71903500,379.19622802734375,0.0,SPY
SPY,2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,93194500,382.4303283691406,0.0,SPY
SPY,2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,68508500,379.512939453125,0.0,SPY
SPY,2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,74496300,378.3516845703125,0.0,SPY
SPY,2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,92922500,380.0695495605469,0.0,SPY
SPY,2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,51243200,378.6875305175781,0.0,SPY
SPY,2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,60429000,383.7835693359375,0.0,SPY
SPY,2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,68261600,386.2019958496094,0.0,SPY
SPY,2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,30545400,386.1156005859375,0.0,SPY
SPY,2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,67881600,379.954345703125,0.0,SPY
SPY,2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,52310000,379.3017883300781,0.0,SPY
SPY,2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,144566700,391.25,0.0,SPY
SPY,2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,76398200,390.9621276855469,0.0,SPY
SPY,2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,85342700,390.5110778808594,0.0,SPY
SPY,2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,77289800,383.4860534667969,0.0,SPY
SPY,2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,77972200,377.9581298828125,0.0,SPY
SPY,2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,65927900,377.31524658203125,0.0,SPY
SPY,2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,60737900,380.2710876464844,0.0,SPY
SPY,2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,81447700,377.43035888671875,0.0,SPY
SPY,2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,75405800,382.871826171875,0.0,SPY
SPY,2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,123782500,385.7701416015625,0.0,SPY
SPY,2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,108111300,383.3037414550781,0.0,SPY
SPY,2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,117705900,373.9275207519531,0.0,SPY
SPY,2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,119858000,369.5128173828125,1.781,SPY
SPY,2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,79878100,366.3794860839844,0.0,SPY
SPY,2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,74427200,366.880859375,0.0,SPY
SPY,2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,78167400,372.3665771484375,0.0,SPY
SPY,2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,100120900,367.05438232421875,0.0,SPY
SPY,2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,59857300,369.165771484375,0.0,SPY
SPY,2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,51638200,367.70989990234375,0.0,SPY
SPY,2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,70911500,363.14007568359375,0.0,SPY
SPY,2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,66970900,369.6767578125,0.0,SPY
SPY,2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,84022200,368.7030029296875,0.0,SPY
SPY,2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,74850700,367.1507873535156,0.0,SPY
SPY,2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,85934100,369.9852294921875,0.0,SPY
SPY,2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,76970500,365.76251220703125,0.0,SPY
SPY,2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,104189600,374.15020751953125,0.0,SPY
SPY,2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,73978100,373.93798828125,0.0,SPY
SPY,2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,65358100,376.5604248046875,0.0,SPY
SPY,2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,68881100,381.3230895996094,0.0,SPY
SPY,2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,90157700,382.71142578125,0.0,SPY
SPY,2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,63903900,384.19610595703125,0.0,SPY
SPY,2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,62677300,383.4923400878906,0.0,SPY
SPY,2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,99632300,377.437744140625,0.0,SPY
SPY,2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,86958900,374.6900634765625,0.0,SPY
SPY,2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,91806400,381.6701965332031,0.0,SPY
SPY,2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,84178800,386.24969482421875,0.0,SPY
SPY,2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,59524900,385.83514404296875,0.0,SPY
SPY,2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,84800300,385.9797668457031,0.0,SPY
SPY,2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,72287400,390.2218017578125,0.0,SPY
SPY,2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,68346200,391.118408203125,0.0,SPY
SPY,2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,74202000,386.21112060546875,0.0,SPY
SPY,2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,86811800,391.8897705078125,0.0,SPY
SPY,2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,101459200,396.0546569824219,0.0,SPY
SPY,2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,101654500,401.820068359375,0.0,SPY
SPY,2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,94736800,397.5490417480469,0.0,SPY
SPY,2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,60295300,395.11944580078125,0.0,SPY
SPY,2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,90990700,400.287109375,0.0,SPY
SPY,2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,76227500,395.9100341796875,0.0,SPY
SPY,2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,78694900,392.477783203125,0.0,SPY
SPY,2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,70769700,393.3937683105469,0.0,SPY
SPY,2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,64913500,398.0118103027344,0.0,SPY
SPY,2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,88389300,397.82867431640625,0.0,SPY
SPY,2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,61555700,399.1205139160156,0.0,SPY
SPY,2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,76431500,393.62506103515625,0.0,SPY
SPY,2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,89257800,392.6417541503906,0.0,SPY
SPY,2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,82655900,384.7649230957031,0.0,SPY
SPY,2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,83742300,384.2347717285156,0.0,SPY
SPY,2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,96242400,386.27862548828125,0.0,SPY
SPY,2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,108194400,382.1522521972656,0.0,SPY
SPY,2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,80444700,383.4538269042969,0.0,SPY
SPY,2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,96438600,382.0365905761719,0.0,SPY
SPY,2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,99706800,380.5710754394531,0.0,SPY
SPY,2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,85127800,383.53094482421875,0.0,SPY
SPY,2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,90120000,389.68194580078125,0.0,SPY
SPY,2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,72795900,389.951904296875,0.0,SPY
SPY,2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,108310600,383.9743957519531,0.0,SPY
SPY,2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,74746600,384.6010437011719,0.0,SPY
SPY,2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,111945300,377.50531005859375,0.0,SPY
SPY,2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,189253000,372.05804443359375,0.0,SPY
SPY,2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,157790000,371.5278015136719,0.0,SPY
SPY,2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,149752400,377.669189453125,0.0,SPY
SPY,2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,172996900,375.30712890625,0.0,SPY
SPY,2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,143254200,381.8919372558594,0.0,SPY
SPY,2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,140553400,377.42657470703125,1.506,SPY
SPY,2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,93055800,381.0558166503906,0.0,SPY
SPY,2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,91524200,386.0592041015625,0.0,SPY
SPY,2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,111746600,379.4782409667969,0.0,SPY
SPY,2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,119351300,380.5041198730469,0.0,SPY
SPY,2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,107682400,383.00103759765625,0.0,SPY
SPY,2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,74010400,383.7171630859375,0.0,SPY
SPY,2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,62871700,382.8558654785156,0.0,SPY
SPY,2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,77497900,388.4206237792969,0.0,SPY
SPY,2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,69840000,390.6949157714844,0.0,SPY
SPY,2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,112062600,396.2016296386719,0.0,SPY
SPY,2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,67391100,397.7113952636719,0.0,SPY
SPY,2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,66601500,395.5047912597656,0.0,SPY
SPY,2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,65200200,394.4692687988281,0.0,SPY
SPY,2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,63743300,396.0080871582031,0.0,SPY
SPY,2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,63681000,396.41455078125,0.0,SPY
SPY,2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,59297900,396.52099609375,0.0,SPY
SPY,2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,86420400,394.9048156738281,0.0,SPY
SPY,2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,85814800,400.15020751953125,0.0,SPY
SPY,2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,78161500,399.1727294921875,0.0,SPY
SPY,2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,66436400,400.60504150390625,0.0,SPY
SPY,2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,63560000,400.86639404296875,0.0,SPY
SPY,2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,55227300,400.798583984375,0.0,SPY
SPY,2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,75840400,398.61138916015625,0.0,SPY
SPY,2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,73457400,398.921142578125,0.0,SPY
SPY,2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,64332100,399.3372802734375,0.0,SPY
SPY,2023-04-25,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,97766700,392.9982604980469,0.0,SPY
SPY,2023-04-26,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,80447000,391.33367919921875,0.0,SPY
SPY,2023-04-27,407.0,412.69000244140625,406.739990234375,412.4100036621094,92968400,399.12432861328125,0.0,SPY
SPY,2023-04-28,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,89433100,402.5309143066406,0.0,SPY
SPY,2023-05-01,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,62122300,402.12451171875,0.0,SPY
SPY,2023-05-02,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,103998500,397.60491943359375,0.0,SPY
SPY,2023-05-03,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,91531800,394.875732421875,0.0,SPY
SPY,2023-05-04,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,94901900,392.0788879394531,0.0,SPY
SPY,2023-05-05,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,87891800,399.3372802734375,0.0,SPY
SPY,2023-05-08,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,50046800,399.4437255859375,0.0,SPY
SPY,2023-05-09,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,49220100,397.6920471191406,0.0,SPY
SPY,2023-05-10,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,96142900,399.5501708984375,0.0,SPY
SPY,2023-05-11,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,70157100,398.85333251953125,0.0,SPY
SPY,2023-05-12,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,70481500,398.33074951171875,0.0,SPY
SPY,2023-05-15,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,54289400,399.7049865722656,0.0,SPY
SPY,2023-05-16,411.8599853515625,412.82000732421875,410.239990234375,410.25,57705500,397.033935546875,0.0,SPY
SPY,2023-05-17,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,87287000,401.853515625,0.0,SPY
SPY,2023-05-18,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,97177200,405.7246398925781,0.0,SPY
SPY,2023-05-19,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,103793300,405.1343078613281,0.0,SPY
SPY,2023-05-22,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,60745400,405.2987976074219,0.0,SPY
SPY,2023-05-23,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,86383500,400.7502136230469,0.0,SPY
SPY,2023-05-24,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,89213700,397.8468933105469,0.0,SPY
SPY,2023-05-25,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,90961600,401.29217529296875,0.0,SPY
SPY,2023-05-26,415.3299865722656,420.7699890136719,415.25,420.0199890136719,93830000,406.48919677734375,0.0,SPY
SPY,2023-05-30,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,72216000,406.64404296875,0.0,SPY
SPY,2023-05-31,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,110811800,404.3890686035156,0.0,SPY
SPY,2023-06-01,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,88865000,408.231201171875,0.0,SPY
SPY,2023-06-02,424.5,428.739990234375,423.95001220703125,427.9200134277344,91426200,414.13470458984375,0.0,SPY
SPY,2023-06-05,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,65460200,413.3411560058594,0.0,SPY
SPY,2023-06-06,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,64022200,414.2411193847656,0.0,SPY
SPY,2023-06-07,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,85373300,412.8088073730469,0.0,SPY
SPY,2023-06-08,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,61952800,415.3056945800781,0.0,SPY
SPY,2023-06-09,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,85742800,416.0509033203125,0.0,SPY
SPY,2023-06-12,430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,76104300,419.8252258300781,0.0,SPY
SPY,2023-06-13,435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,95899700,422.5931091308594,0.0,SPY
SPY,2023-06-14,437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,100612100,423.0964050292969,0.0,SPY
SPY,2023-06-15,436.3299865722656,443.8999938964844,436.2300109863281,442.6000061035156,110303100,428.34173583984375,0.0,SPY
SPY,2023-06-16,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,114165800,426.8827819824219,1.638,SPY
SPY,2023-06-20,437.45001220703125,438.3699951171875,435.0299987792969,437.17999267578125,76160400,424.66802978515625,0.0,SPY
SPY,2023-06-21,436.1600036621094,436.989990234375,434.3299865722656,434.94000244140625,76982300,422.49212646484375,0.0,SPY
SPY,2023-06-22,433.95001220703125,436.6199951171875,433.6000061035156,436.510009765625,70637200,424.0171813964844,0.0,SPY
SPY,2023-06-23,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,92074500,420.8116760253906,0.0,SPY
SPY,2023-06-26,432.6199951171875,434.6099853515625,431.19000244140625,431.44000244140625,72823600,419.09228515625,0.0,SPY
SPY,2023-06-27,432.3500061035156,436.80999755859375,431.8800048828125,436.1700134277344,72813700,423.6869201660156,0.0,SPY
SPY,2023-06-28,435.04998779296875,437.44000244140625,434.4100036621094,436.3900146484375,75636000,423.900634765625,0.0,SPY
SPY,2023-06-29,435.9599914550781,438.2799987792969,435.5400085449219,438.1099853515625,67882300,425.5713806152344,0.0,SPY
SPY,2023-06-30,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,104964000,430.5934753417969,0.0,SPY
SPY,2023-07-03,442.9200134277344,444.0799865722656,442.6300048828125,443.7900085449219,32793400,431.0888671875,0.0,SPY
SPY,2023-07-05,441.9100036621094,443.8900146484375,441.8999938964844,443.1300048828125,58418400,430.4477233886719,0.0,SPY
SPY,2023-07-06,439.4200134277344,440.1000061035156,437.05999755859375,439.6600036621094,80658300,427.0770263671875,0.0,SPY
SPY,2023-07-07,438.6300048828125,442.6400146484375,438.29998779296875,438.54998779296875,86134200,425.99871826171875,0.0,SPY
SPY,2023-07-10,438.17999267578125,439.8399963378906,437.5899963378906,439.6600036621094,62443500,427.0770263671875,0.0,SPY
SPY,2023-07-11,440.45001220703125,442.9700012207031,439.44000244140625,442.4599914550781,64463800,429.796875,0.0,SPY
SPY,2023-07-12,446.3900146484375,447.4800109863281,444.9100036621094,446.0199890136719,91924500,433.2549743652344,0.0,SPY
SPY,2023-07-13,447.8999938964844,450.3800048828125,447.45001220703125,449.55999755859375,72425200,436.6936950683594,0.0,SPY
SPY,2023-07-14,450.4800109863281,451.3599853515625,448.489990234375,449.2799987792969,69815800,436.42169189453125,0.0,SPY
SPY,2023-07-17,449.1300048828125,451.92999267578125,449.0799865722656,450.8399963378906,52680200,437.9370422363281,0.0,SPY
SPY,2023-07-18,450.5,454.8599853515625,450.04998779296875,454.19000244140625,80668200,441.19122314453125,0.0,SPY
SPY,2023-07-19,455.010009765625,456.42999267578125,454.1099853515625,455.20001220703125,65891700,442.1722717285156,0.0,SPY
SPY,2023-07-20,454.1700134277344,455.1000061035156,451.44000244140625,452.17999267578125,70591600,439.2387390136719,0.0,SPY
SPY,2023-07-21,453.9599914550781,454.1700134277344,452.1700134277344,452.17999267578125,71275600,439.2387390136719,0.0,SPY
SPY,2023-07-24,453.3699951171875,455.0400085449219,452.29998779296875,454.20001220703125,54023400,441.200927734375,0.0,SPY
SPY,2023-07-25,453.9200134277344,456.739990234375,453.8699951171875,455.44000244140625,55191200,442.4054260253906,0.0,SPY
SPY,2023-07-26,454.4700012207031,456.989990234375,453.3800048828125,455.510009765625,71052900,442.4734802246094,0.0,SPY
SPY,2023-07-27,459.0199890136719,459.44000244140625,451.54998779296875,452.489990234375,92194400,439.53985595703125,0.0,SPY
SPY,2023-07-28,455.8800048828125,457.7799987792969,452.489990234375,456.9200134277344,80011800,443.8430480957031,0.0,SPY
SPY,2023-07-31,457.4100036621094,458.1600036621094,456.04998779296875,457.7900085449219,62040400,444.6882019042969,0.0,SPY
SPY,2023-08-01,456.2699890136719,457.25,455.489990234375,456.4800109863281,55291500,443.4156494140625,0.0,SPY
SPY,2023-08-02,453.25,453.5199890136719,449.3500061035156,450.1300048828125,93933400,437.2474060058594,0.0,SPY
SPY,2023-08-03,448.0400085449219,450.7900085449219,447.3699951171875,448.8399963378906,64276100,435.99432373046875,0.0,SPY
SPY,2023-08-04,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,100128900,434.02239990234375,0.0,SPY
SPY,2023-08-07,448.7099914550781,450.8699951171875,447.989990234375,450.7099914550781,58357500,437.8107604980469,0.0,SPY
SPY,2023-08-08,448.0799865722656,450.70001220703125,445.2699890136719,448.75,71361300,435.9068908691406,0.0,SPY
SPY,2023-08-09,449.0299987792969,449.20001220703125,444.9599914550781,445.75,78789600,432.99273681640625,0.0,SPY
SPY,2023-08-10,448.19000244140625,451.70001220703125,444.70001220703125,445.9100036621094,93005500,433.1481628417969,0.0,SPY
SPY,2023-08-11,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,68690900,432.8955993652344,0.0,SPY
SPY,2023-08-14,444.70001220703125,448.1099853515625,444.3800048828125,448.1099853515625,47867400,435.28521728515625,0.0,SPY
SPY,2023-08-15,446.2699890136719,446.6400146484375,442.29998779296875,442.8900146484375,75707500,430.21466064453125,0.0,SPY
SPY,2023-08-16,442.4599914550781,444.17999267578125,439.5299987792969,439.6400146484375,80107200,427.0575866699219,0.0,SPY
SPY,2023-08-17,441.1600036621094,441.42999267578125,435.75,436.2900085449219,95711300,423.8034973144531,0.0,SPY
SPY,2023-08-18,433.3699951171875,437.57000732421875,433.010009765625,436.5,98852000,424.0074768066406,0.0,SPY
SPY,2023-08-21,437.54998779296875,440.1099853515625,435.32000732421875,439.3399963378906,68719000,426.76617431640625,0.0,SPY
SPY,2023-08-22,441.17999267578125,441.17999267578125,437.57000732421875,438.1499938964844,64994200,425.6102600097656,0.0,SPY
SPY,2023-08-23,439.25,443.6700134277344,439.1000061035156,443.0299987792969,68441000,430.3506164550781,0.0,SPY
SPY,2023-08-24,444.69000244140625,445.2200012207031,436.8599853515625,436.8900146484375,88517300,424.3863525390625,0.0,SPY
SPY,2023-08-25,438.67999267578125,441.29998779296875,435.0,439.9700012207031,102325100,427.378173828125,0.0,SPY
SPY,2023-08-28,442.239990234375,443.3999938964844,439.9700012207031,442.760009765625,61595400,430.08831787109375,0.0,SPY
SPY,2023-08-29,442.6499938964844,449.45001220703125,442.4599914550781,449.1600036621094,83081900,436.3051452636719,0.0,SPY
SPY,2023-08-30,449.510009765625,451.6700134277344,448.7799987792969,451.010009765625,69053900,438.1022033691406,0.0,SPY
SPY,2023-08-31,451.6499938964844,452.8299865722656,450.1600036621094,450.3500061035156,66084600,437.4610900878906,0.0,SPY
SPY,2023-09-01,453.1700134277344,453.6700134277344,449.67999267578125,451.19000244140625,58944100,438.27703857421875,0.0,SPY
SPY,2023-09-05,450.7300109863281,451.05999755859375,449.1700134277344,449.239990234375,55166200,436.38287353515625,0.0,SPY
SPY,2023-09-06,448.3999938964844,448.510009765625,443.80999755859375,446.2200012207031,70758500,433.4493713378906,0.0,SPY
SPY,2023-09-07,443.1099853515625,445.54998779296875,442.75,444.8500061035156,70355400,432.11846923828125,0.0,SPY
SPY,2023-09-08,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,61659700,432.769287109375,0.0,SPY
SPY,2023-09-11,448.239990234375,448.7699890136719,446.4700012207031,448.45001220703125,60180100,435.615478515625,0.0,SPY
SPY,2023-09-12,446.95001220703125,448.5299987792969,445.3900146484375,445.989990234375,67565400,433.2257995605469,0.0,SPY
SPY,2023-09-13,446.2200012207031,447.7099914550781,445.0799865722656,446.510009765625,60199300,433.7309875488281,0.0,SPY
SPY,2023-09-14,449.07000732421875,451.0799865722656,447.7200012207031,450.3599853515625,83430800,437.47076416015625,0.0,SPY
SPY,2023-09-15,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,111848900,432.20001220703125,1.583,SPY
SPY,2023-09-18,443.04998779296875,444.9700012207031,442.55999755859375,443.6300048828125,55752200,432.45343017578125,0.0,SPY
SPY,2023-09-19,442.67999267578125,443.2900085449219,439.94000244140625,442.7099914550781,66514600,431.5566711425781,0.0,SPY
SPY,2023-09-20,444.010009765625,444.44000244140625,438.42999267578125,438.6400146484375,82562600,427.58917236328125,0.0,SPY
SPY,2023-09-21,435.70001220703125,435.9700012207031,431.2300109863281,431.3900146484375,104095800,420.5218200683594,0.0,SPY
SPY,2023-09-22,432.45001220703125,434.1000061035156,429.989990234375,430.4200134277344,100829700,419.5762939453125,0.0,SPY
SPY,2023-09-25,429.1700134277344,432.2699890136719,428.7200012207031,432.2300109863281,70874500,421.3407287597656,0.0,SPY
SPY,2023-09-26,429.0899963378906,429.82000732421875,425.0199890136719,425.8800048828125,96168400,415.150634765625,0.0,SPY
SPY,2023-09-27,427.0899963378906,427.6700134277344,422.2900085449219,426.04998779296875,104705800,415.3163757324219,0.0,SPY
SPY,2023-09-28,425.4800109863281,430.25,424.8699951171875,428.5199890136719,92258300,417.7240905761719,0.0,SPY
SPY,2023-09-29,431.6700134277344,431.8500061035156,425.9100036621094,427.4800109863281,115111300,416.7103576660156,0.0,SPY
SPY,2023-10-02,426.6199951171875,428.6000061035156,424.4599914550781,427.30999755859375,83798600,416.54461669921875,0.0,SPY
SPY,2023-10-03,425.05999755859375,427.3699951171875,420.17999267578125,421.5899963378906,103760600,410.9687194824219,0.0,SPY
SPY,2023-10-04,422.07000732421875,425.42999267578125,420.55999755859375,424.6600036621094,87453000,413.9613952636719,0.0,SPY
